sessao,perfil,rodada,palpite,resultado,acertos_anunciados,premio_disputado_centavos
QA-SIM-024,Casual,12,"2 18 18","10 16 3",2,200
QA-SIM-024,Casual,13,"8 18 13","10 16 3",2,200
QA-SIM-024,Casual,14,"7 13 0","10 16 3",2,200
QA-SIM-024,Casual,15,"0 15 11","10 16 3",2,200
QA-SIM-024,Casual,16,"10 11 7","10 16 3",2,200
QA-SIM-024,Casual,17,"19 2 1","10 16 3",2,200
QA-SIM-024,Casual,18,"9 12 6","10 16 3",2,200
QA-SIM-024,Casual,19,"17 1 10","10 16 3",2,200
QA-SIM-024,Casual,20,"4 16 15","10 16 3",2,200
QA-SIM-024,Casual,21,"4 13 18","10 16 3",2,200
QA-SIM-024,Casual,22,"15 2 5","10 16 3",2,200
QA-SIM-024,Casual,23,"16 6 16","10 16 3",2,200
QA-SIM-024,Casual,24,"15 5 0","10 16 3",2,200
QA-SIM-024,Casual,25,"3 18 0","10 16 3",2,200
QA-SIM-024,Casual,26,"14 6 13","10 16 3",2,200
QA-SIM-024,Casual,27,"12 19 15","10 16 3",2,200
QA-SIM-024,Casual,28,"11 11 1","10 16 3",2,200
QA-SIM-024,Casual,29,"11 5 12","10 16 3",2,200
QA-SIM-024,Casual,30,"14 8 4","10 16 3",2,200
QA-SIM-024,Casual,31,"16 12 3","10 16 3",2,200
QA-SIM-024,Casual,32,"15 2 7","10 16 3",2,200
QA-SIM-024,Casual,33,"9 1 8","10 16 3",2,200
QA-SIM-024,Casual,34,"1 15 11","10 16 3",2,200
QA-SIM-024,Casual,35,"10 8 17","10 16 3",2,200
QA-SIM-025,Regular,0,"11 8 5","11 8 5",3,500
QA-SIM-025,Regular,1,"1 19 1","1 19 9",2,5000
QA-SIM-025,Regular,2,"8 16 3","1 19 9",2,5000
QA-SIM-025,Regular,3,"2 8 14","1 19 9",2,5000
QA-SIM-025,Regular,4,"15 1 3","1 19 9",2,5000
QA-SIM-025,Regular,5,"9 10 7","1 19 9",2,5000
QA-SIM-025,Regular,6,"6 18 15","1 19 9",2,5000
QA-SIM-025,Regular,7,"9 14 3","1 19 9",2,5000
QA-SIM-025,Regular,8,"6 9 8","1 19 9",2,5000
QA-SIM-025,Regular,9,"15 15 19","1 19 9",2,5000
QA-SIM-025,Regular,10,"15 10 19","1 19 9",2,5000
QA-SIM-025,Regular,11,"15 6 1","1 19 9",2,5000
QA-SIM-025,Regular,12,"13 4 13","1 19 9",2,5000
QA-SIM-025,Regular,13,"9 1 4","1 19 9",2,5000
QA-SIM-025,Regular,14,"18 17 8","1 19 9",2,5000
QA-SIM-025,Regular,15,"5 12 17","1 19 9",2,5000
QA-SIM-025,Regular,16,"7 11 17","1 19 9",2,5000
QA-SIM-025,Regular,17,"15 10 15","1 19 9",2,5000
QA-SIM-025,Regular,18,"9 10 11","1 19 9",2,5000
QA-SIM-025,Regular,19,"9 0 4","1 19 9",2,5000
QA-SIM-025,Regular,20,"10 13 17","1 19 9",2,5000
QA-SIM-025,Regular,21,"7 2 6","1 19 9",2,5000
QA-SIM-025,Regular,22,"18 12 12","1 19 9",2,5000
QA-SIM-025,Regular,23,"4 8 12","1 19 9",2,5000
QA-SIM-025,Regular,24,"16 18 12","1 19 9",2,5000
QA-SIM-025,Regular,25,"10 15 2","1 19 9",2,5000
QA-SIM-025,Regular,26,"7 10 1","1 19 9",2,5000
QA-SIM-025,Regular,27,"19 1 8","1 19 9",2,5000
QA-SIM-025,Regular,28,"12 7 9","1 19 9",2,5000
QA-SIM-025,Regular,29,"14 9 3","1 19 9",2,5000
QA-SIM-025,Regular,30,"6 11 11","1 19 9",2,5000
QA-SIM-025,Regular,31,"17 16 1","1 19 9",2,5000
QA-SIM-025,Regular,32,"13 5 1","1 19 9",2,5000
QA-SIM-025,Regular,33,"18 5 2","1 19 9",2,5000
QA-SIM-025,Regular,34,"8 10 7","1 19 9",2,5000
QA-SIM-025,Regular,35,"10 14 3","1 19 9",2,5000
QA-SIM-026,Whale,0,"9 14 11","9 14 11",3,200
QA-SIM-026,Whale,1,"8 4 6","12 5 6",1,5000
QA-SIM-026,Whale,2,"8 1 14","12 5 6",1,5000
QA-SIM-026,Whale,3,"3 19 9","12 5 6",1,5000
QA-SIM-026,Whale,4,"17 13 18","12 5 6",1,5000
QA-SIM-026,Whale,5,"11 3 16","12 5 6",1,5000
QA-SIM-026,Whale,6,"7 1 16","12 5 6",1,5000
QA-SIM-026,Whale,7,"3 17 1","12 5 6",1,5000
QA-SIM-026,Whale,8,"9 6 2","12 5 6",1,5000
QA-SIM-026,Whale,9,"5 19 19","12 5 6",1,5000
QA-SIM-026,Whale,10,"4 19 1","12 5 6",1,5000
QA-SIM-026,Whale,11,"19 17 8","12 5 6",1,5000
QA-SIM-026,Whale,12,"17 15 6","12 5 6",1,5000
QA-SIM-026,Whale,13,"0 9 17","12 5 6",1,5000
QA-SIM-026,Whale,14,"17 8 5","12 5 6",1,5000
QA-SIM-026,Whale,15,"0 5 13","12 5 6",1,5000
QA-SIM-026,Whale,16,"18 16 5","12 5 6",1,5000
QA-SIM-026,Whale,17,"0 5 9","12 5 6",1,5000
QA-SIM-026,Whale,18,"19 4 12","12 5 6",1,5000
QA-SIM-026,Whale,19,"16 0 17","12 5 6",1,5000
QA-SIM-026,Whale,20,"19 17 8","12 5 6",1,5000
QA-SIM-026,Whale,21,"5 1 15","12 5 6",1,5000
QA-SIM-026,Whale,22,"16 15 2","12 5 6",1,5000
QA-SIM-026,Whale,23,"13 5 19","12 5 6",1,5000
QA-SIM-026,Whale,24,"0 3 6","12 5 6",1,5000
QA-SIM-026,Whale,25,"5 19 1","12 5 6",1,5000
QA-SIM-026,Whale,26,"0 15 0","12 5 6",1,5000
QA-SIM-026,Whale,27,"8 10 7","12 5 6",1,5000
QA-SIM-026,Whale,28,"9 16 12","12 5 6",1,5000
QA-SIM-026,Whale,29,"17 8 0","12 5 6",1,5000
QA-SIM-026,Whale,30,"0 17 12","12 5 6",1,5000
QA-SIM-026,Whale,31,"12 10 1","12 5 6",1,5000
QA-SIM-026,Whale,32,"19 4 12","12 5 6",1,5000
QA-SIM-026,Whale,33,"18 4 12","12 5 6",1,5000
QA-SIM-026,Whale,34,"14 13 6","12 5 6",1,5000
QA-SIM-026,Whale,35,"7 15 0","12 5 6",1,5000
QA-SIM-027,Curioso,0,"15 3 14","15 3 14",3,200
QA-SIM-027,Curioso,1,"14 18 3","19 18 3",2,10000
QA-SIM-027,Curioso,2,"16 16 7","19 18 3",2,10000
QA-SIM-027,Curioso,3,"15 3 15","19 18 3",2,10000
QA-SIM-027,Curioso,4,"6 3 14","19 18 3",2,10000
QA-SIM-027,Curioso,5,"4 19 19","19 18 3",2,10000
QA-SIM-027,Curioso,6,"0 19 11","19 18 3",2,10000
QA-SIM-027,Curioso,7,"1 3 0","19 18 3",2,10000
QA-SIM-027,Curioso,8,"9 19 11","19 18 3",2,10000
QA-SIM-027,Curioso,9,"2 17 19","19 18 3",2,10000
QA-SIM-027,Curioso,10,"4 9 6","19 18 3",2,10000
QA-SIM-027,Curioso,11,"8 0 18","19 18 3",2,10000
QA-SIM-027,Curioso,12,"18 12 2","19 18 3",2,10000
QA-SIM-027,Curioso,13,"11 9 16","19 18 3",2,10000
QA-SIM-027,Curioso,14,"17 17 14","19 18 3",2,10000
QA-SIM-027,Curioso,15,"0 11 14","19 18 3",2,10000
QA-SIM-027,Curioso,16,"18 5 17","19 18 3",2,10000
QA-SIM-027,Curioso,17,"7 4 6","19 18 3",2,10000
QA-SIM-027,Curioso,18,"11 5 6","19 18 3",2,10000
QA-SIM-027,Curioso,19,"6 0 19","19 18 3",2,10000
QA-SIM-027,Curioso,20,"4 18 17","19 18 3",2,10000
QA-SIM-027,Curioso,21,"4 6 7","19 18 3",2,10000
QA-SIM-027,Curioso,22,"14 9 5","19 18 3",2,10000
QA-SIM-027,Curioso,23,"8 17 14","19 18 3",2,10000
QA-SIM-027,Curioso,24,"16 2 8","19 18 3",2,10000
QA-SIM-027,Curioso,25,"9 5 18","19 18 3",2,10000
QA-SIM-027,Curioso,26,"7 15 13","19 18 3",2,10000
QA-SIM-027,Curioso,27,"18 4 19","19 18 3",2,10000
QA-SIM-027,Curioso,28,"18 2 3","19 18 3",2,10000
QA-SIM-027,Curioso,29,"11 17 15","19 18 3",2,10000
QA-SIM-027,Curioso,30,"17 16 15","19 18 3",2,10000
QA-SIM-027,Curioso,31,"9 0 2","19 18 3",2,10000
QA-SIM-027,Curioso,32,"2 14 8","19 18 3",2,10000
QA-SIM-027,Curioso,33,"14 12 16","19 18 3",2,10000
QA-SIM-027,Curioso,34,"14 5 5","19 18 3",2,10000
QA-SIM-027,Curioso,35,"4 0 11","19 18 3",2,10000
QA-SIM-028,Casual,0,"15 7 9","15 7 9",3,200
QA-SIM-028,Casual,1,"8 16 16","8 16 16",3,200
QA-SIM-028,Casual,2,"13 1 18","11 1 18",2,5000
QA-SIM-028,Casual,3,"19 11 13","11 1 18",2,5000
QA-SIM-028,Casual,4,"5 3 6","11 1 18",2,5000
QA-SIM-028,Casual,5,"16 11 4","11 1 18",2,5000
QA-SIM-028,Casual,6,"2 3 6","11 1 18",2,5000
QA-SIM-028,Casual,7,"15 0 7","11 1 18",2,5000
QA-SIM-028,Casual,8,"14 9 6","11 1 18",2,5000
QA-SIM-028,Casual,9,"19 7 10","11 1 18",2,5000
QA-SIM-028,Casual,10,"2 15 1","11 1 18",2,5000
QA-SIM-028,Casual,11,"0 16 1","11 1 18",2,5000
QA-SIM-028,Casual,12,"4 13 13","11 1 18",2,5000
QA-SIM-028,Casual,13,"0 4 14","11 1 18",2,5000
QA-SIM-028,Casual,14,"7 10 0","11 1 18",2,5000
QA-SIM-028,Casual,15,"16 19 0","11 1 18",2,5000
QA-SIM-028,Casual,16,"8 14 8","11 1 18",2,5000
QA-SIM-028,Casual,17,"11 3 19","11 1 18",2,5000
QA-SIM-028,Casual,18,"6 3 3","11 1 18",2,5000
QA-SIM-028,Casual,19,"7 12 6","11 1 18",2,5000
QA-SIM-028,Casual,20,"4 1 15","11 1 18",2,5000
QA-SIM-028,Casual,21,"15 17 16","11 1 18",2,5000
QA-SIM-028,Casual,22,"13 17 7","11 1 18",2,5000
QA-SIM-028,Casual,23,"2 17 14","11 1 18",2,5000
QA-SIM-028,Casual,24,"0 4 16","11 1 18",2,5000
QA-SIM-028,Casual,25,"10 16 14","11 1 18",2,5000
QA-SIM-028,Casual,26,"6 1 5","11 1 18",2,5000
QA-SIM-028,Casual,27,"5 18 16","11 1 18",2,5000
QA-SIM-028,Casual,28,"0 16 10","11 1 18",2,5000
QA-SIM-028,Casual,29,"13 14 0","11 1 18",2,5000
QA-SIM-028,Casual,30,"11 0 19","11 1 18",2,5000
QA-SIM-028,Casual,31,"3 17 2","11 1 18",2,5000
QA-SIM-028,Casual,32,"6 14 4","11 1 18",2,5000
QA-SIM-028,Casual,33,"4 18 7","11 1 18",2,5000
QA-SIM-028,Casual,34,"14 3 1","11 1 18",2,5000
QA-SIM-028,Casual,35,"13 5 15","11 1 18",2,5000
QA-SIM-029,Regular,0,"10 11 11","10 11 11",3,60
QA-SIM-029,Regular,1,"5 1 5","5 2 5",2,0
QA-SIM-029,Regular,2,"17 1 14","5 2 5",2,0
QA-SIM-029,Regular,3,"5 2 2","5 2 5",2,0
QA-SIM-029,Regular,4,"10 7 18","5 2 5",2,0
QA-SIM-029,Regular,5,"8 16 18","5 2 5",2,0
QA-SIM-029,Regular,6,"10 11 18","5 2 5",2,0
QA-SIM-029,Regular,7,"12 16 19","5 2 5",2,0
QA-SIM-029,Regular,8,"18 5 8","5 2 5",2,0
QA-SIM-029,Regular,9,"7 14 4","5 2 5",2,0
QA-SIM-029,Regular,10,"11 11 5","5 2 5",2,0
QA-SIM-029,Regular,11,"16 13 14","5 2 5",2,0
QA-SIM-029,Regular,12,"18 17 9","5 2 5",2,0
QA-SIM-029,Regular,13,"0 19 16","5 2 5",2,0
QA-SIM-029,Regular,14,"14 10 1","5 2 5",2,0
QA-SIM-029,Regular,15,"4 19 12","5 2 5",2,0
QA-SIM-029,Regular,16,"1 1 12","5 2 5",2,0
QA-SIM-029,Regular,17,"9 15 5","5 2 5",2,0
QA-SIM-029,Regular,18,"4 9 4","5 2 5",2,0
QA-SIM-029,Regular,19,"0 11 8","5 2 5",2,0
QA-SIM-029,Regular,20,"7 14 11","5 2 5",2,0
QA-SIM-029,Regular,21,"3 0 13","5 2 5",2,0
QA-SIM-029,Regular,22,"18 13 2","5 2 5",2,0
QA-SIM-029,Regular,23,"18 3 4","5 2 5",2,0
QA-SIM-029,Regular,24,"2 19 6","5 2 5",2,0
QA-SIM-029,Regular,25,"11 4 14","5 2 5",2,0
QA-SIM-029,Regular,26,"11 5 19","5 2 5",2,0
QA-SIM-029,Regular,27,"2 16 9","5 2 5",2,0
QA-SIM-029,Regular,28,"13 10 16","5 2 5",2,0
QA-SIM-029,Regular,29,"14 10 16","5 2 5",2,0
QA-SIM-029,Regular,30,"9 17 7","5 2 5",2,0
QA-SIM-029,Regular,31,"8 10 4","5 2 5",2,0
QA-SIM-029,Regular,32,"12 15 9","5 2 5",2,0
QA-SIM-029,Regular,33,"14 11 15","5 2 5",2,0
QA-SIM-029,Regular,34,"8 2 13","5 2 5",2,0
QA-SIM-029,Regular,35,"7 3 4","5 2 5",2,0
QA-SIM-030,Whale,0,"16 9 17","16 9 17",3,500
QA-SIM-030,Whale,1,"6 14 19","6 0 19",2,1000000
QA-SIM-030,Whale,2,"13 4 13","6 0 19",2,1000000
QA-SIM-030,Whale,3,"16 6 11","6 0 19",2,1000000
QA-SIM-030,Whale,4,"10 4 6","6 0 19",2,1000000
QA-SIM-030,Whale,5,"7 7 3","6 0 19",2,1000000
QA-SIM-030,Whale,6,"10 5 2","6 0 19",2,1000000
QA-SIM-030,Whale,7,"16 15 17","6 0 19",2,1000000
QA-SIM-030,Whale,8,"11 8 2","6 0 19",2,1000000
QA-SIM-030,Whale,9,"18 0 5","6 0 19",2,1000000
QA-SIM-030,Whale,10,"1 1 16","6 0 19",2,1000000
QA-SIM-030,Whale,11,"2 18 9","6 0 19",2,1000000
QA-SIM-030,Whale,12,"5 0 18","6 0 19",2,1000000
QA-SIM-030,Whale,13,"12 15 8","6 0 19",2,1000000
QA-SIM-030,Whale,14,"19 14 3","6 0 19",2,1000000
QA-SIM-030,Whale,15,"17 18 4","6 0 19",2,1000000
QA-SIM-030,Whale,16,"13 13 6","6 0 19",2,1000000
QA-SIM-030,Whale,17,"7 11 7","6 0 19",2,1000000
QA-SIM-030,Whale,18,"12 13 0","6 0 19",2,1000000
QA-SIM-030,Whale,19,"1 15 0","6 0 19",2,1000000
QA-SIM-030,Whale,20,"2 12 7","6 0 19",2,1000000
QA-SIM-030,Whale,21,"0 10 5","6 0 19",2,1000000
QA-SIM-030,Whale,22,"17 3 10","6 0 19",2,1000000
QA-SIM-030,Whale,23,"4 10 18","6 0 19",2,1000000
QA-SIM-030,Whale,24,"9 0 18","6 0 19",2,1000000
QA-SIM-030,Whale,25,"16 17 0","6 0 19",2,1000000
QA-SIM-030,Whale,26,"17 15 3","6 0 19",2,1000000
QA-SIM-030,Whale,27,"9 16 4","6 0 19",2,1000000
QA-SIM-030,Whale,28,"10 14 5","6 0 19",2,1000000
QA-SIM-030,Whale,29,"17 12 8","6 0 19",2,1000000
QA-SIM-030,Whale,30,"11 16 15","6 0 19",2,1000000
QA-SIM-030,Whale,31,"1 3 0","6 0 19",2,1000000
QA-SIM-030,Whale,32,"12 1 7","6 0 19",2,1000000
QA-SIM-030,Whale,33,"12 15 17","6 0 19",2,1000000
QA-SIM-030,Whale,34,"10 13 19","6 0 19",2,1000000
QA-SIM-030,Whale,35,"17 8 15","6 0 19",2,1000000
QA-SIM-031,Curioso,0,"12 6 17","12 6 17",3,60
QA-SIM-031,Curioso,1,"17 9 17","17 2 17",2,5000
QA-SIM-031,Curioso,2,"18 17 18","17 2 17",2,5000
QA-SIM-031,Curioso,3,"19 8 5","17 2 17",2,5000
QA-SIM-031,Curioso,4,"16 2 16","17 2 17",2,5000
QA-SIM-031,Curioso,5,"19 10 16","17 2 17",2,5000
QA-SIM-031,Curioso,6,"4 4 11","17 2 17",2,5000
QA-SIM-031,Curioso,7,"6 1 10","17 2 17",2,5000
QA-SIM-031,Curioso,8,"9 9 6","17 2 17",2,5000
QA-SIM-031,Curioso,9,"11 18 16","17 2 17",2,5000
QA-SIM-031,Curioso,10,"11 4 2","17 2 17",2,5000
QA-SIM-031,Curioso,11,"12 3 4","17 2 17",2,5000
QA-SIM-031,Curioso,12,"13 1 14","17 2 17",2,5000
QA-SIM-031,Curioso,13,"19 7 0","17 2 17",2,5000
QA-SIM-031,Curioso,14,"19 0 18","17 2 17",2,5000
QA-SIM-031,Curioso,15,"9 6 9","17 2 17",2,5000
QA-SIM-031,Curioso,16,"19 3 11","17 2 17",2,5000
QA-SIM-031,Curioso,17,"8 13 0","17 2 17",2,5000
QA-SIM-031,Curioso,18,"9 19 17","17 2 17",2,5000
QA-SIM-031,Curioso,19,"3 3 11","17 2 17",2,5000
QA-SIM-031,Curioso,20,"13 4 3","17 2 17",2,5000
QA-SIM-031,Curioso,21,"18 0 19","17 2 17",2,5000
QA-SIM-031,Curioso,22,"17 3 16","17 2 17",2,5000
QA-SIM-031,Curioso,23,"6 16 2","17 2 17",2,5000
QA-SIM-031,Curioso,24,"4 11 16","17 2 17",2,5000
QA-SIM-031,Curioso,25,"15 4 5","17 2 17",2,5000
QA-SIM-031,Curioso,26,"3 15 17","17 2 17",2,5000
QA-SIM-031,Curioso,27,"14 9 9","17 2 17",2,5000
QA-SIM-031,Curioso,28,"1 6 7","17 2 17",2,5000
QA-SIM-031,Curioso,29,"19 2 18","17 2 17",2,5000
QA-SIM-031,Curioso,30,"4 4 14","17 2 17",2,5000
QA-SIM-031,Curioso,31,"4 17 7","17 2 17",2,5000
QA-SIM-031,Curioso,32,"15 18 5","17 2 17",2,5000
QA-SIM-031,Curioso,33,"6 11 2","17 2 17",2,5000
QA-SIM-031,Curioso,34,"13 1 7","17 2 17",2,5000
QA-SIM-031,Curioso,35,"9 12 3","17 2 17",2,5000
QA-SIM-032,Casual,0,"13 19 17","13 19 17",3,60
QA-SIM-032,Casual,1,"18 4 7","18 3 17",1,10000000
QA-SIM-032,Casual,2,"16 6 12","18 3 17",1,10000000
QA-SIM-032,Casual,3,"0 17 15","18 3 17",1,10000000
QA-SIM-032,Casual,4,"2 19 18","18 3 17",1,10000000
QA-SIM-032,Casual,5,"4 15 1","18 3 17",1,10000000
QA-SIM-032,Casual,6,"8 13 18","18 3 17",1,10000000
QA-SIM-032,Casual,7,"7 11 15","18 3 17",1,10000000
QA-SIM-032,Casual,8,"1 3 8","18 3 17",1,10000000
QA-SIM-032,Casual,9,"8 14 8","18 3 17",1,10000000
QA-SIM-032,Casual,10,"16 15 5","18 3 17",1,10000000
QA-SIM-032,Casual,11,"6 17 13","18 3 17",1,10000000
QA-SIM-032,Casual,12,"6 16 2","18 3 17",1,10000000
QA-SIM-032,Casual,13,"12 10 1","18 3 17",1,10000000
QA-SIM-032,Casual,14,"7 0 12","18 3 17",1,10000000
QA-SIM-032,Casual,15,"10 11 14","18 3 17",1,10000000
QA-SIM-032,Casual,16,"5 5 6","18 3 17",1,10000000
QA-SIM-032,Casual,17,"10 14 5","18 3 17",1,10000000
QA-SIM-032,Casual,18,"8 16 14","18 3 17",1,10000000
QA-SIM-032,Casual,19,"0 1 16","18 3 17",1,10000000
QA-SIM-032,Casual,20,"2 11 8","18 3 17",1,10000000
QA-SIM-032,Casual,21,"19 0 18","18 3 17",1,10000000
QA-SIM-032,Casual,22,"6 18 14","18 3 17",1,10000000
QA-SIM-032,Casual,23,"1 17 13","18 3 17",1,10000000
QA-SIM-032,Casual,24,"5 0 2","18 3 17",1,10000000
QA-SIM-032,Casual,25,"19 18 4","18 3 17",1,10000000
QA-SIM-032,Casual,26,"0 17 1","18 3 17",1,10000000
QA-SIM-032,Casual,27,"5 9 9","18 3 17",1,10000000
QA-SIM-032,Casual,28,"16 18 10","18 3 17",1,10000000
QA-SIM-032,Casual,29,"18 16 4","18 3 17",1,10000000
QA-SIM-032,Casual,30,"11 19 10","18 3 17",1,10000000
QA-SIM-032,Casual,31,"15 11 10","18 3 17",1,10000000
QA-SIM-032,Casual,32,"5 16 5","18 3 17",1,10000000
QA-SIM-032,Casual,33,"7 7 1","18 3 17",1,10000000
QA-SIM-032,Casual,34,"7 2 0","18 3 17",1,10000000
QA-SIM-032,Casual,35,"13 12 5","18 3 17",1,10000000
QA-SIM-033,Regular,0,"12 1 15","12 1 15",3,60
QA-SIM-033,Regular,1,"12 7 0","12 1 0",2,1000000
QA-SIM-033,Regular,2,"18 1 5","12 1 0",2,1000000
QA-SIM-033,Regular,3,"14 15 0","12 1 0",2,1000000
QA-SIM-033,Regular,4,"11 13 12","12 1 0",2,1000000
QA-SIM-033,Regular,5,"15 12 9","12 1 0",2,1000000
QA-SIM-033,Regular,6,"2 9 2","12 1 0",2,1000000
QA-SIM-033,Regular,7,"4 1 17","12 1 0",2,1000000
QA-SIM-033,Regular,8,"15 10 17","12 1 0",2,1000000
QA-SIM-033,Regular,9,"19 19 12","12 1 0",2,1000000
QA-SIM-033,Regular,10,"16 2 9","12 1 0",2,1000000
QA-SIM-033,Regular,11,"14 8 2","12 1 0",2,1000000
QA-SIM-033,Regular,12,"0 3 14","12 1 0",2,1000000
QA-SIM-033,Regular,13,"13 18 10","12 1 0",2,1000000
QA-SIM-033,Regular,14,"19 1 15","12 1 0",2,1000000
QA-SIM-033,Regular,15,"10 2 8","12 1 0",2,1000000
QA-SIM-033,Regular,16,"19 16 14","12 1 0",2,1000000
QA-SIM-033,Regular,17,"1 10 18","12 1 0",2,1000000
QA-SIM-033,Regular,18,"2 15 2","12 1 0",2,1000000
QA-SIM-033,Regular,19,"8 16 2","12 1 0",2,1000000
QA-SIM-033,Regular,20,"12 11 9","12 1 0",2,1000000
QA-SIM-033,Regular,21,"14 4 4","12 1 0",2,1000000
QA-SIM-033,Regular,22,"0 7 5","12 1 0",2,1000000
QA-SIM-033,Regular,23,"11 8 10","12 1 0",2,1000000
QA-SIM-033,Regular,24,"5 10 9","12 1 0",2,1000000
QA-SIM-033,Regular,25,"12 8 17","12 1 0",2,1000000
QA-SIM-033,Regular,26,"8 10 17","12 1 0",2,1000000
QA-SIM-033,Regular,27,"6 1 19","12 1 0",2,1000000
QA-SIM-033,Regular,28,"18 16 14","12 1 0",2,1000000
QA-SIM-033,Regular,29,"14 6 8","12 1 0",2,1000000
QA-SIM-033,Regular,30,"5 15 14","12 1 0",2,1000000
QA-SIM-033,Regular,31,"8 1 19","12 1 0",2,1000000
QA-SIM-033,Regular,32,"12 4 5","12 1 0",2,1000000
QA-SIM-033,Regular,33,"0 17 13","12 1 0",2,1000000
QA-SIM-033,Regular,34,"4 11 16","12 1 0",2,1000000
QA-SIM-033,Regular,35,"3 12 5","12 1 0",2,1000000
QA-SIM-034,Whale,0,"9 8 6","9 8 6",3,200
QA-SIM-034,Whale,1,"2 11 7","4 11 7",2,10000
QA-SIM-034,Whale,2,"10 13 4","4 11 7",2,10000
QA-SIM-034,Whale,3,"17 15 17","4 11 7",2,10000
QA-SIM-034,Whale,4,"1 19 19","4 11 7",2,10000
QA-SIM-034,Whale,5,"19 6 11","4 11 7",2,10000
QA-SIM-034,Whale,6,"17 19 1","4 11 7",2,10000
QA-SIM-034,Whale,7,"0 7 11","4 11 7",2,10000
QA-SIM-034,Whale,8,"18 8 3","4 11 7",2,10000
QA-SIM-034,Whale,9,"18 11 15","4 11 7",2,10000
QA-SIM-034,Whale,10,"4 2 7","4 11 7",2,10000
QA-SIM-034,Whale,11,"8 13 10","4 11 7",2,10000
QA-SIM-034,Whale,12,"7 18 14","4 11 7",2,10000
QA-SIM-034,Whale,13,"16 17 11","4 11 7",2,10000
QA-SIM-034,Whale,14,"4 7 9","4 11 7",2,10000
QA-SIM-034,Whale,15,"15 6 17","4 11 7",2,10000
QA-SIM-034,Whale,16,"14 0 17","4 11 7",2,10000
QA-SIM-034,Whale,17,"9 0 2","4 11 7",2,10000
QA-SIM-034,Whale,18,"14 5 10","4 11 7",2,10000
QA-SIM-034,Whale,19,"9 5 8","4 11 7",2,10000
QA-SIM-034,Whale,20,"0 0 10","4 11 7",2,10000
QA-SIM-034,Whale,21,"6 0 18","4 11 7",2,10000
QA-SIM-034,Whale,22,"12 16 8","4 11 7",2,10000
QA-SIM-034,Whale,23,"7 8 0","4 11 7",2,10000
QA-SIM-034,Whale,24,"7 18 3","4 11 7",2,10000
QA-SIM-034,Whale,25,"14 7 17","4 11 7",2,10000
QA-SIM-034,Whale,26,"4 4 1","4 11 7",2,10000
QA-SIM-034,Whale,27,"17 15 19","4 11 7",2,10000
QA-SIM-034,Whale,28,"2 17 0","4 11 7",2,10000
QA-SIM-034,Whale,29,"0 3 19","4 11 7",2,10000
QA-SIM-034,Whale,30,"4 4 9","4 11 7",2,10000
QA-SIM-034,Whale,31,"19 14 7","4 11 7",2,10000
QA-SIM-034,Whale,32,"12 1 7","4 11 7",2,10000
QA-SIM-034,Whale,33,"18 3 8","4 11 7",2,10000
QA-SIM-034,Whale,34,"18 9 2","4 11 7",2,10000
QA-SIM-034,Whale,35,"11 12 8","4 11 7",2,10000
QA-SIM-035,Curioso,0,"2 14 2","2 14 2",3,500
QA-SIM-035,Curioso,1,"18 6 13","18 6 13",3,60
QA-SIM-035,Curioso,2,"13 9 8","0 9 8",2,5000000
QA-SIM-035,Curioso,3,"16 15 10","0 9 8",2,5000000
QA-SIM-035,Curioso,4,"7 3 7","0 9 8",2,5000000
QA-SIM-035,Curioso,5,"19 13 19","0 9 8",2,5000000
QA-SIM-035,Curioso,6,"9 14 2","0 9 8",2,5000000
QA-SIM-035,Curioso,7,"10 5 4","0 9 8",2,5000000
QA-SIM-035,Curioso,8,"1 4 7","0 9 8",2,5000000
QA-SIM-035,Curioso,9,"17 0 4","0 9 8",2,5000000
QA-SIM-035,Curioso,10,"3 7 9","0 9 8",2,5000000
QA-SIM-035,Curioso,11,"9 15 3","0 9 8",2,5000000
QA-SIM-035,Curioso,12,"12 11 11","0 9 8",2,5000000
QA-SIM-035,Curioso,13,"3 3 17","0 9 8",2,5000000
QA-SIM-035,Curioso,14,"16 1 16","0 9 8",2,5000000
QA-SIM-035,Curioso,15,"5 14 17","0 9 8",2,5000000
QA-SIM-035,Curioso,16,"14 5 19","0 9 8",2,5000000
QA-SIM-035,Curioso,17,"15 9 13","0 9 8",2,5000000
QA-SIM-035,Curioso,18,"4 4 0","0 9 8",2,5000000
QA-SIM-035,Curioso,19,"19 3 16","0 9 8",2,5000000
QA-SIM-035,Curioso,20,"4 15 1","0 9 8",2,5000000
QA-SIM-035,Curioso,21,"10 6 12","0 9 8",2,5000000
QA-SIM-035,Curioso,22,"18 3 5","0 9 8",2,5000000
QA-SIM-035,Curioso,23,"17 3 14","0 9 8",2,5000000
QA-SIM-035,Curioso,24,"9 17 6","0 9 8",2,5000000
QA-SIM-035,Curioso,25,"14 12 5","0 9 8",2,5000000
QA-SIM-035,Curioso,26,"14 0 13","0 9 8",2,5000000
QA-SIM-035,Curioso,27,"10 8 1","0 9 8",2,5000000
QA-SIM-035,Curioso,28,"2 14 10","0 9 8",2,5000000
QA-SIM-035,Curioso,29,"10 16 2","0 9 8",2,5000000
QA-SIM-035,Curioso,30,"18 6 3","0 9 8",2,5000000
QA-SIM-035,Curioso,31,"7 16 14","0 9 8",2,5000000
QA-SIM-035,Curioso,32,"18 14 9","0 9 8",2,5000000
